DateTime,day_type,temp,year
2019-07-02,Weekday,21.70832,2019
2019-07-03,Weekday,18.712101,2019
2019-07-04,Weekday,18.385862,2019
2019-07-05,Saturday,21.438295,2019
2019-07-06,Sunday/Holiday,22.193117,2019
2019-07-07,Weekday,18.752237,2019
2019-07-08,Weekday,14.961244,2019
2019-07-09,Weekday,15.104165,2019
2019-07-10,Weekday,15.486268,2019
2019-07-11,Weekday,16.791494,2019
2019-07-12,Saturday,15.971153,2019
2019-07-13,Sunday/Holiday,16.209242,2019
2019-07-14,Weekday,16.983244,2019
2019-07-15,Weekday,16.667948,2019
2019-07-16,Weekday,18.889172,2019
2019-07-17,Weekday,19.082777,2019
2019-07-18,Weekday,17.199873,2019
2019-07-19,Saturday,20.507631,2019
2019-07-20,Sunday/Holiday,22.81021,2019
2019-07-21,Weekday,22.186203,2019
2019-07-22,Weekday,22.040964,2019
2019-07-23,Weekday,24.23809,2019
2019-07-24,Weekday,24.548737,2019
2019-07-25,Weekday,25.533869,2019
2019-07-26,Saturday,23.799429,2019
2019-07-27,Sunday/Holiday,20.7643,2019
2019-07-28,Weekday,16.937551,2019
2019-07-29,Weekday,19.101034,2019
2019-07-30,Weekday,22.214937,2019
2019-07-31,Weekday,21.533312,2019
2019-08-01,Weekday,20.398294,2019
2019-08-02,Saturday,17.71881,2019
2019-08-03,Sunday/Holiday,17.073599,2019
2019-08-04,Weekday,17.544443,2019
2019-08-05,Weekday,20.447756,2019
2019-08-06,Weekday,22.35691,2019
2019-08-07,Weekday,22.251574,2019
2019-08-08,Weekday,18.085354,2019
2019-08-09,Saturday,21.441313,2019
2019-08-10,Sunday/Holiday,24.728708,2019
2019-08-11,Weekday,20.282867,2019
2019-08-12,Weekday,23.565016,2019
2019-08-13,Weekday,17.78688,2019
2019-08-14,Weekday,15.372517,2019
2019-08-15,Sunday/Holiday,17.023092,2019
2019-08-16,Saturday,17.228525,2019
2019-08-17,Sunday/Holiday,18.715374,2019
2019-08-18,Weekday,22.77275,2019
2019-08-19,Weekday,22.228844,2019
2019-08-20,Weekday,22.010908,2019
2019-08-21,Weekday,17.51222,2019
2019-08-22,Weekday,16.448917,2019
2019-08-23,Saturday,19.044495,2019
2019-08-24,Sunday/Holiday,19.817854,2019
2019-08-25,Weekday,19.667717,2019
2019-08-26,Weekday,19.826357,2019
2019-08-27,Weekday,20.930696,2019
2019-08-28,Weekday,22.442575,2019
2019-08-29,Weekday,22.323465,2019
2019-08-30,Saturday,21.860563,2019
2019-08-31,Sunday/Holiday,23.07409,2019
2019-09-01,Weekday,21.876823,2019
2019-09-02,Weekday,17.540993,2019
2019-09-03,Weekday,15.302094,2019
2019-09-04,Weekday,16.255796,2019
2019-09-05,Weekday,17.943789,2019
2019-09-06,Saturday,13.318559,2019
2019-09-07,Sunday/Holiday,12.539642,2019
2019-09-08,Weekday,11.376168,2019
2019-09-09,Weekday,12.292062,2019
2019-09-10,Weekday,13.172858,2019
2019-09-11,Weekday,15.793958,2019
2019-09-12,Weekday,17.570917,2019
2019-09-13,Saturday,18.811975,2019
2019-09-14,Sunday/Holiday,16.77521,2019
2019-09-15,Weekday,16.770803,2019
2019-09-16,Weekday,20.384375,2019
2019-09-17,Weekday,18.508268,2019
2019-09-18,Weekday,12.569171,2019
2019-09-19,Weekday,10.800278,2019
2019-09-20,Saturday,9.755884,2019
2019-09-21,Sunday/Holiday,11.223445,2019
2019-09-22,Weekday,11.268444,2019
2019-09-23,Weekday,14.603665,2019
2019-09-24,Weekday,15.110864,2019
2019-09-25,Weekday,13.184604,2019
2019-09-26,Weekday,13.887927,2019
2019-09-27,Saturday,16.248077,2019
2019-09-28,Sunday/Holiday,13.900131,2019
2019-09-29,Weekday,14.781447,2019
2019-09-30,Weekday,17.430878,2019
2019-10-01,Weekday,15.31395,2019
2019-10-02,Weekday,12.965065,2019
2019-10-03,Weekday,8.629291,2019
2019-10-04,Saturday,8.634416,2019
2019-10-05,Sunday/Holiday,9.709474,2019
2019-10-06,Weekday,7.647234,2019
2019-10-07,Weekday,4.364816,2019
2019-10-08,Weekday,7.971579,2019
2019-10-09,Weekday,12.791682,2019
2019-10-10,Weekday,9.498233,2019
2019-10-11,Saturday,10.85331,2019
2019-10-12,Sunday/Holiday,13.756725,2019
2019-10-13,Weekday,15.278953,2019
2019-10-14,Weekday,15.775151,2019
2019-10-15,Weekday,13.568928,2019
2019-10-16,Weekday,12.85252,2019
2019-10-17,Weekday,12.21683,2019
2019-10-18,Saturday,13.091824,2019
2019-10-19,Sunday/Holiday,13.840747,2019
2019-10-20,Weekday,15.244503,2019
2019-10-21,Weekday,18.748995,2019
2019-10-22,Weekday,16.68976,2019
2019-10-23,Weekday,16.556042,2019
2019-10-24,Weekday,17.42018,2019
2019-10-25,Saturday,15.8370905,2019
2019-10-26,Sunday/Holiday,14.826886,2019
2019-10-27,Weekday,17.044834,2019
2019-10-28,Weekday,11.983276,2019
2019-10-29,Weekday,4.2806153,2019
2019-10-30,Weekday,3.1924508,2019
2019-10-31,Weekday,1.8470515,2019
2019-11-01,Sunday/Holiday,2.4700963,2019
2019-11-02,Sunday/Holiday,6.036373,2019
2019-11-03,Weekday,11.724782,2019
2019-11-04,Weekday,9.43194,2019
2019-11-05,Weekday,7.55893,2019
2019-11-06,Weekday,6.147074,2019
2019-11-07,Weekday,6.156492,2019
2019-11-08,Saturday,5.0018477,2019
2019-11-09,Sunday/Holiday,5.508629,2019
2019-11-10,Weekday,4.270852,2019
2019-11-11,Weekday,2.6945884,2019
2019-11-12,Weekday,4.4902444,2019
2019-11-13,Weekday,3.435318,2019
2019-11-14,Weekday,2.5586722,2019
2019-11-15,Saturday,5.014159,2019
2019-11-16,Sunday/Holiday,7.493525,2019
2019-11-17,Weekday,8.574283,2019
2019-11-18,Weekday,7.58729,2019
2019-11-19,Weekday,7.112942,2019
2019-11-20,Weekday,6.7738833,2019
2019-11-21,Weekday,6.4359646,2019
2019-11-22,Saturday,4.715725,2019
2019-11-23,Sunday/Holiday,4.9334245,2019
2019-11-24,Weekday,4.233901,2019
2019-11-25,Weekday,3.331069,2019
2019-11-26,Weekday,2.6701815,2019
2019-11-27,Weekday,4.411657,2019
2019-11-28,Weekday,6.994911,2019
2019-11-29,Saturday,6.8522363,2019
2019-11-30,Sunday/Holiday,2.6459792,2019
2019-12-01,Weekday,0.021691697,2019
2019-12-02,Weekday,0.15135202,2019
2019-12-03,Weekday,-0.3517938,2019
2019-12-04,Weekday,-1.5337204,2019
2019-12-05,Weekday,-3.456443,2019
2019-12-06,Saturday,-2.75591,2019
2019-12-07,Sunday/Holiday,5.3664193,2019
2019-12-08,Sunday/Holiday,6.8027606,2019
2019-12-09,Weekday,4.9987226,2019
2019-12-10,Weekday,2.1343043,2019
2019-12-11,Weekday,-1.142275,2019
2019-12-12,Weekday,-2.0886202,2019
2019-12-13,Saturday,-1.9304748,2019
2019-12-14,Sunday/Holiday,2.635285,2019
2019-12-15,Weekday,6.6980395,2019
2019-12-16,Weekday,8.921746,2019
2019-12-17,Weekday,11.435767,2019
2019-12-18,Weekday,11.523391,2019
2019-12-19,Weekday,9.604658,2019
2019-12-20,Saturday,7.96328,2019
2019-12-21,Sunday/Holiday,6.8913045,2019
2019-12-22,Weekday,4.6844144,2019
2019-12-23,Weekday,6.228552,2019
2019-12-24,Weekday,5.725212,2019
2019-12-25,Sunday/Holiday,4.7695374,2019
2019-12-26,Sunday/Holiday,3.0933685,2019
2019-12-27,Saturday,0.6590985,2019
2019-12-28,Sunday/Holiday,-0.7020044,2019
2019-12-29,Weekday,-2.8935106,2019
2019-12-30,Weekday,-1.9092358,2019
2019-12-31,Weekday,7.64328,2019
2020-01-01,Sunday/Holiday,0.5875775,2020
2020-01-02,Weekday,6.4477315,2020
2020-01-03,Saturday,4.9550605,2020
2020-01-04,Sunday/Holiday,5.4612317,2020
2020-01-05,Weekday,0.4525443,2020
2020-01-06,Sunday/Holiday,-1.9517452,2020
2020-01-07,Weekday,2.5111787,2020
2020-01-08,Weekday,2.4340441,2020
2020-01-09,Weekday,6.3928676,2020
2020-01-10,Saturday,3.940626,2020
2020-01-11,Sunday/Holiday,5.2160716,2020
2020-01-12,Weekday,0.7490173,2020
2020-01-13,Weekday,1.8764709,2020
2020-01-14,Weekday,-4.448338,2020
2020-01-15,Weekday,-4.542334,2020
2020-01-16,Weekday,5.970127,2020
2020-01-17,Saturday,0.22154582,2020
2020-01-18,Sunday/Holiday,-0.96178246,2020
2020-01-19,Weekday,1.0434525,2020
2020-01-20,Weekday,0.67911625,2020
2020-01-21,Weekday,-0.08967859,2020
2020-01-22,Weekday,0.26756355,2020
2020-01-23,Weekday,-1.1990331,2020
2020-01-24,Saturday,-2.6678483,2020
2020-01-25,Sunday/Holiday,2.6866362,2020
2020-01-26,Weekday,-1.4358016,2020
2020-01-27,Weekday,3.672207,2020
2020-01-28,Weekday,3.2634203,2020
2020-01-29,Weekday,2.4806693,2020
2020-01-30,Weekday,3.338728,2020
2020-01-31,Saturday,10.093497,2020
2020-02-01,Sunday/Holiday,11.11579,2020
2020-02-02,Weekday,9.205875,2020
2020-02-03,Weekday,8.650109,2020
2020-02-04,Weekday,3.5988264,2020
2020-02-05,Weekday,0.09463104,2020
2020-02-06,Weekday,1.3441292,2020
2020-02-07,Saturday,0.66617304,2020
2020-02-08,Sunday/Holiday,1.55909,2020
2020-02-09,Weekday,3.8339188,2020
2020-02-10,Weekday,7.629013,2020
2020-02-11,Weekday,4.868111,2020
2020-02-12,Weekday,3.3637836,2020
2020-02-13,Weekday,2.80066,2020
2020-02-14,Saturday,5.9527526,2020
2020-02-15,Sunday/Holiday,5.0394917,2020
2020-02-16,Weekday,5.696524,2020
2020-02-17,Weekday,9.748446,2020
2020-02-18,Weekday,8.059452,2020
2020-02-19,Weekday,2.7829552,2020
2020-02-20,Weekday,3.1524556,2020
2020-02-21,Saturday,4.2959404,2020
2020-02-22,Sunday/Holiday,5.2967105,2020
2020-02-23,Weekday,11.565259,2020
2020-02-24,Weekday,8.385914,2020
2020-02-25,Weekday,8.517258,2020
2020-02-26,Weekday,2.3884325,2020
2020-02-27,Weekday,2.1837742,2020
2020-02-28,Saturday,1.5193657,2020
2020-02-29,Sunday/Holiday,2.3944852,2020
2020-03-01,Weekday,6.7016335,2020
2020-03-02,Weekday,6.686027,2020
2020-03-03,Weekday,5.5746875,2020
2020-03-04,Weekday,3.3297312,2020
2020-03-05,Weekday,3.7736824,2020
2020-03-06,Saturday,2.7725317,2020
2020-03-07,Sunday/Holiday,4.3603997,2020
2020-03-08,Weekday,3.329712,2020
2020-03-09,Weekday,4.3521266,2020
2020-03-10,Weekday,6.579561,2020
2020-03-11,Weekday,12.270253,2020
2020-03-12,Weekday,12.956393,2020
2020-03-13,Saturday,6.8776517,2020
2020-03-14,Sunday/Holiday,4.6461406,2020
2020-03-15,Weekday,1.5777469,2020
2020-03-16,Weekday,4.727634,2020
2020-03-17,Weekday,11.003514,2020
2020-03-18,Weekday,11.198024,2020
2020-03-19,Weekday,12.483719,2020
2020-03-20,Saturday,13.409776,2020
2020-03-21,Sunday/Holiday,7.101703,2020
2020-03-22,Weekday,-0.89223915,2020
2020-03-23,Weekday,-2.7380188,2020
2020-03-24,Weekday,-0.8554685,2020
2020-03-25,Weekday,-2.4584086,2020
2020-03-26,Weekday,-0.09591752,2020
2020-03-27,Saturday,7.1030354,2020
2020-03-28,Sunday/Holiday,9.535267,2020
2020-03-29,Weekday,9.115052,2020
2020-03-30,Weekday,1.7154449,2020
2020-03-31,Weekday,-0.9439613,2020
2020-04-01,Weekday,0.57717496,2020
2020-04-02,Weekday,3.925041,2020
2020-04-03,Saturday,8.391765,2020
2020-04-04,Sunday/Holiday,7.2130427,2020
2020-04-05,Weekday,8.914828,2020
2020-04-06,Weekday,10.515897,2020
2020-04-07,Weekday,10.720305,2020
2020-04-08,Weekday,11.700867,2020
2020-04-09,Weekday,14.528377,2020
2020-04-10,Saturday,14.40472,2020
2020-04-11,Sunday/Holiday,13.629119,2020
2020-04-12,Weekday,14.728009,2020
2020-04-13,Sunday/Holiday,14.947604,2020
2020-04-14,Weekday,4.1946883,2020
2020-04-15,Weekday,6.014752,2020
2020-04-16,Weekday,13.69598,2020
2020-04-17,Saturday,17.46507,2020
2020-04-18,Sunday/Holiday,15.722908,2020
2020-04-19,Weekday,12.100864,2020
2020-04-20,Weekday,7.3569036,2020
2020-04-21,Weekday,8.746685,2020
2020-04-22,Weekday,9.89007,2020
2020-04-23,Weekday,11.351829,2020
2020-04-24,Saturday,14.20845,2020
2020-04-25,Sunday/Holiday,14.96819,2020
2020-04-26,Weekday,10.313915,2020
2020-04-27,Weekday,11.910099,2020
2020-04-28,Weekday,14.725056,2020
2020-04-29,Weekday,10.706393,2020
2020-04-30,Weekday,12.691411,2020
2020-05-01,Sunday/Holiday,10.850816,2020
2020-05-02,Sunday/Holiday,11.194846,2020
2020-05-03,Weekday,8.652112,2020
2020-05-04,Weekday,11.70697,2020
2020-05-05,Weekday,9.3125105,2020
2020-05-06,Weekday,8.422519,2020
2020-05-07,Weekday,13.068211,2020
2020-05-08,Saturday,16.085947,2020
2020-05-09,Sunday/Holiday,17.59596,2020
2020-05-10,Weekday,16.679878,2020
2020-05-11,Weekday,14.742888,2020
2020-05-12,Weekday,6.832557,2020
2020-05-13,Weekday,10.73803,2020
2020-05-14,Weekday,12.493332,2020
2020-05-15,Saturday,8.549294,2020
2020-05-16,Sunday/Holiday,9.486049,2020
2020-05-17,Weekday,12.472913,2020
2020-05-18,Weekday,16.340313,2020
2020-05-19,Weekday,14.786187,2020
2020-05-20,Weekday,14.188918,2020
2020-05-21,Sunday/Holiday,13.654176,2020
2020-05-22,Saturday,14.013425,2020
2020-05-23,Sunday/Holiday,15.649482,2020
2020-05-24,Weekday,12.303182,2020
2020-05-25,Weekday,10.858948,2020
2020-05-26,Weekday,9.855937,2020
2020-05-27,Weekday,12.986351,2020
2020-05-28,Weekday,12.094111,2020
2020-05-29,Saturday,11.561631,2020
2020-05-30,Sunday/Holiday,9.861153,2020
2020-05-31,Weekday,9.500695,2020
2020-06-01,Sunday/Holiday,14.630512,2020
2020-06-02,Weekday,14.853095,2020
2020-06-03,Weekday,15.383414,2020
2020-06-04,Weekday,14.6871605,2020
2020-06-05,Saturday,13.135181,2020
2020-06-06,Sunday/Holiday,15.833905,2020
2020-06-07,Weekday,18.272934,2020
2020-06-08,Weekday,12.044581,2020
2020-06-09,Weekday,12.866021,2020
2020-06-10,Weekday,13.588695,2020
2020-06-11,Sunday/Holiday,15.938836,2020
2020-06-12,Saturday,19.358385,2020
2020-06-13,Sunday/Holiday,21.720999,2020
2020-06-14,Weekday,18.966988,2020
2020-06-15,Weekday,14.822128,2020
2020-06-16,Weekday,17.163061,2020
2020-06-17,Weekday,17.204466,2020
2020-06-18,Weekday,17.368387,2020
2020-06-19,Saturday,16.53153,2020
2020-06-20,Sunday/Holiday,14.299416,2020
2020-06-21,Weekday,15.107334,2020
2020-06-22,Weekday,19.288597,2020
2020-06-23,Weekday,19.445578,2020
2020-06-24,Weekday,16.422659,2020
2020-06-25,Weekday,13.134715,2020
2020-06-26,Saturday,17.758827,2020
2020-06-27,Sunday/Holiday,21.786263,2020
2020-06-28,Weekday,22.547201,2020
2020-06-29,Weekday,17.657999,2020
2020-06-30,Weekday,18.427053,2020
2020-07-01,Weekday,20.04274,2020
2020-07-02,Weekday,19.820936,2020
2020-07-03,Saturday,16.6037,2020
2020-07-04,Sunday/Holiday,18.379087,2020
2020-07-05,Weekday,21.208576,2020
2020-07-06,Weekday,20.318829,2020
2020-07-07,Weekday,14.359112,2020
2020-07-08,Weekday,17.161257,2020
2020-07-09,Weekday,19.478626,2020
2020-07-10,Saturday,22.856133,2020
2020-07-11,Sunday/Holiday,15.887169,2020
2020-07-12,Weekday,14.401788,2020
2020-07-13,Weekday,15.57436,2020
2020-07-14,Weekday,15.846049,2020
2020-07-15,Weekday,16.21328,2020
2020-07-16,Weekday,15.912784,2020
2020-07-17,Saturday,13.59262,2020
2020-07-18,Sunday/Holiday,13.498306,2020
2020-07-19,Weekday,16.753603,2020
2020-07-20,Weekday,19.37993,2020
2020-07-21,Weekday,21.723732,2020
2020-07-22,Weekday,18.708582,2020
2020-07-23,Weekday,19.308805,2020
2020-07-24,Saturday,17.488089,2020
2020-07-25,Sunday/Holiday,18.023455,2020
2020-07-26,Weekday,19.353662,2020
2020-07-27,Weekday,20.930407,2020
2020-07-28,Weekday,23.230558,2020
2020-07-29,Weekday,20.953707,2020
2020-07-30,Weekday,22.189646,2020
2020-07-31,Saturday,24.328484,2020
2020-08-01,Sunday/Holiday,22.432083,2020
2020-08-02,Weekday,20.270601,2020
2020-08-03,Weekday,,2020
2020-08-04,Weekday,,2020
2020-08-05,Weekday,14.50825,2020
2020-08-06,Weekday,18.855515,2020
2020-08-07,Saturday,23.189909,2020
2020-08-08,Sunday/Holiday,24.422752,2020
2020-08-09,Weekday,24.24473,2020
2020-08-10,Weekday,23.94223,2020
2020-08-11,Weekday,21.186451,2020
2020-08-12,Weekday,21.423378,2020
2020-08-13,Weekday,20.426386,2020
2020-08-14,Saturday,19.527534,2020
2020-08-15,Sunday/Holiday,18.964636,2020
2020-08-16,Weekday,18.287153,2020
2020-08-17,Weekday,17.950426,2020
2020-08-18,Weekday,17.05197,2020
2020-08-19,Weekday,18.827955,2020
2020-08-20,Weekday,20.5593,2020
2020-08-21,Saturday,21.965918,2020
2020-08-22,Sunday/Holiday,22.360146,2020
2020-08-23,Weekday,19.33606,2020
2020-08-24,Weekday,16.094889,2020
2020-08-25,Weekday,17.473408,2020
2020-08-26,Weekday,20.649612,2020
2020-08-27,Weekday,19.79978,2020
2020-08-28,Saturday,19.066164,2020
2020-08-29,Sunday/Holiday,20.115753,2020
2020-08-30,Weekday,18.473179,2020
2020-08-31,Weekday,13.952797,2020
2020-09-01,Weekday,12.767377,2020
2020-09-02,Weekday,12.537629,2020
2020-09-03,Weekday,14.169132,2020
2020-09-04,Saturday,17.5972,2020
2020-09-05,Sunday/Holiday,19.440975,2020
2020-09-06,Weekday,16.572653,2020
2020-09-07,Weekday,14.292878,2020
2020-09-08,Weekday,15.386239,2020
2020-09-09,Weekday,17.443699,2020
2020-09-10,Weekday,18.753885,2020
2020-09-11,Saturday,18.129469,2020
2020-09-12,Sunday/Holiday,19.5875,2020
2020-09-13,Weekday,20.478556,2020
2020-09-14,Weekday,20.202915,2020
2020-09-15,Weekday,20.803091,2020
2020-09-16,Weekday,20.815306,2020
2020-09-17,Weekday,18.62325,2020
2020-09-18,Saturday,12.940422,2020
2020-09-19,Sunday/Holiday,13.189472,2020
2020-09-20,Weekday,14.0186,2020
2020-09-21,Weekday,16.2019,2020
2020-09-22,Weekday,17.174742,2020
2020-09-23,Weekday,15.997258,2020
2020-09-24,Weekday,16.346972,2020
2020-09-25,Saturday,12.094213,2020
2020-09-26,Sunday/Holiday,6.9878345,2020
2020-09-27,Weekday,8.613306,2020
2020-09-28,Weekday,7.892788,2020
2020-09-29,Weekday,10.522803,2020
2020-09-30,Weekday,12.451726,2020
2020-10-01,Weekday,13.300675,2020
2020-10-02,Saturday,13.160235,2020
2020-10-03,Sunday/Holiday,15.005654,2020
2020-10-04,Weekday,12.793475,2020
2020-10-05,Weekday,11.458322,2020
2020-10-06,Weekday,12.340112,2020
2020-10-07,Weekday,10.814364,2020
2020-10-08,Weekday,11.542314,2020
2020-10-09,Saturday,13.882577,2020
2020-10-10,Sunday/Holiday,12.441086,2020
2020-10-11,Weekday,5.440142,2020
2020-10-12,Weekday,5.5296574,2020
2020-10-13,Weekday,5.9265103,2020
2020-10-14,Weekday,7.751411,2020
2020-10-15,Weekday,5.5657887,2020
2020-10-16,Saturday,5.161282,2020
2020-10-17,Sunday/Holiday,6.5268445,2020
2020-10-18,Weekday,6.7147517,2020
2020-10-19,Weekday,7.3713765,2020
2020-10-20,Weekday,7.1921277,2020
2020-10-21,Weekday,11.164752,2020
2020-10-22,Weekday,11.608997,2020
2020-10-23,Saturday,11.458848,2020
2020-10-24,Sunday/Holiday,12.068642,2020
2020-10-25,Weekday,11.862172,2020
2020-10-26,Sunday/Holiday,10.758241,2020
2020-10-27,Weekday,8.88096,2020
2020-10-28,Weekday,9.145286,2020
2020-10-29,Weekday,10.199341,2020
2020-10-30,Saturday,9.914065,2020
2020-10-31,Sunday/Holiday,12.715572,2020
2020-11-01,Sunday/Holiday,10.306802,2020
2020-11-02,Weekday,14.52995,2020
2020-11-03,Weekday,16.711805,2020
2020-11-04,Weekday,9.880632,2020
2020-11-05,Weekday,8.036873,2020
2020-11-06,Saturday,7.1752086,2020
2020-11-07,Sunday/Holiday,8.050041,2020
2020-11-08,Weekday,7.6645584,2020
2020-11-09,Weekday,3.3320305,2020
2020-11-10,Weekday,1.6063848,2020
2020-11-11,Weekday,1.4930745,2020
2020-11-12,Weekday,1.2280396,2020
2020-11-13,Saturday,1.8429236,2020
2020-11-14,Sunday/Holiday,6.0473647,2020
2020-11-15,Weekday,1.6315955,2020
2020-11-16,Weekday,5.1488833,2020
2020-11-17,Weekday,7.4010386,2020
2020-11-18,Weekday,7.0791492,2020
2020-11-19,Weekday,3.0325413,2020
2020-11-20,Saturday,3.4721549,2020
2020-11-21,Sunday/Holiday,0.84672135,2020
2020-11-22,Weekday,1.9942794,2020
2020-11-23,Weekday,4.1895323,2020
2020-11-24,Weekday,3.124451,2020
2020-11-25,Weekday,-2.082351,2020
2020-11-26,Weekday,-2.615636,2020
2020-11-27,Saturday,-2.6763418,2020
2020-11-28,Sunday/Holiday,-1.7677733,2020
2020-11-29,Weekday,-0.7342112,2020
2020-11-30,Weekday,-0.2908135,2020
2020-12-01,Weekday,-2.1040537,2020
2020-12-02,Weekday,-4.0683045,2020
2020-12-03,Weekday,-3.8854578,2020
2020-12-04,Saturday,-3.0059545,2020
2020-12-05,Sunday/Holiday,1.6542188,2020
2020-12-06,Weekday,5.1692586,2020
2020-12-07,Weekday,3.1999376,2020
2020-12-08,Sunday/Holiday,0.3328348,2020
2020-12-09,Weekday,-0.19850004,2020
2020-12-10,Weekday,0.35420886,2020
2020-12-11,Saturday,-0.65662026,2020
2020-12-12,Sunday/Holiday,-0.6584346,2020
2020-12-13,Weekday,-0.14886461,2020
2020-12-14,Weekday,0.67271894,2020
2020-12-15,Weekday,-2.1722472,2020
2020-12-16,Weekday,-0.81087846,2020
2020-12-17,Weekday,-0.4193019,2020
2020-12-18,Saturday,0.77426237,2020
2020-12-19,Sunday/Holiday,-1.1193699,2020
2020-12-20,Weekday,-1.5578963,2020
2020-12-21,Weekday,-1.0384502,2020
2020-12-22,Weekday,5.027849,2020
2020-12-23,Weekday,10.660499,2020
2020-12-24,Weekday,6.947231,2020
2020-12-25,Sunday/Holiday,2.165693,2020
2020-12-26,Sunday/Holiday,-1.050615,2020
2020-12-27,Weekday,-4.491315,2020
2020-12-28,Weekday,-2.3666008,2020
2020-12-29,Weekday,1.3359442,2020
2020-12-30,Weekday,2.0117445,2020
2020-12-31,Weekday,1.5452905,2020
